tconst,primarytitle,startyear,runtimeminutes,genres,ordering,category,averagerating,numvotes,primaryname
tt3168890,13 Score,2014,75.0,Horror,1,actor,5.2,58,Jason Winn 'J.B. Destiny' Bareford
tt3168926,Patria,2015,110.0,Drama,1,actress,5.2,179,Nada Sargin
tt3169690,Rock and Roll '68,2013,98.0,Comedy,1,actor,6.3,89,Jesús Alzamora
tt3170174,My House,2016,75.0,Drama,1,actress,5.9,14,Kera O'Bryon
tt3170504,Last Love Lost,2015,83.0,Drama,1,actor,7.4,25,Jahmar Hill
tt3170972,Hazard Jack,2014,82.0,Horror,1,actress,2.7,574,Amanda Maddox
tt3171340,Women of the Weeping River,2016,114.0,Drama,1,actress,7.3,24,Laila Ulao
tt3171476,Till Death,2014,120.0,Adventure,1,actor,7.9,18,Rod Hermansen
tt3171784,Dead House,2014,75.0,Horror,1,actor,3.6,582,Danny Cutler
tt3171800,The Afghan Caravan,2010,77.0,Action,1,actor,6.4,16,Valeriy Nikolaev
tt3171886,Heart Street,2014,90.0,Romance,1,actor,6.2,2102,Marwan Kenzari
tt3172112,Go See the Fall,2014,88.0,Drama,1,actress,6.5,166,Haruko Negishi
tt3173512,The Midas Touch,2013,99.0,Comedy,1,actor,5.0,183,Chapman To
tt3174120,Everybody's Business,2013,91.0,Comedy,1,actor,5.1,40,Fish Chaar
tt3174226,3 Wicked Witches,2014,75.0,Horror,1,actress,4.1,71,Kristine DeBell
tt3174292,Ricky: Three's a Crowd,2013,88.0,Drama,1,actor,6.1,45,Rafael Kaul
tt3174378,The Inheritance,2013,76.0,Drama,1,actress,4.6,9,Alison Flannery
tt3174768,The Life After,2013,90.0,Drama,1,actor,5.9,87,Américo Hollander
tt3175438,Asmodexia,2014,81.0,Horror,1,actor,4.6,1204,Albert Baró
tt3175798,Princess Cut,2015,97.0,Romance,1,actress,4.8,431,Ashley Bratcher
tt3175936,The Stolen Years,2013,111.0,Romance,1,actress,6.2,1267,Baihe Bai
tt3177226,True Law,2018,72.0,Drama,1,actor,4.9,61,Lemastor Spratling
tt3177332,Horror Story,2013,91.0,Horror,1,actor,4.2,1884,Karan Kundrra
tt3177504,Darker Than Midnight,2014,98.0,Drama,1,actor,6.2,321,Davide Capone
tt3177612,The Rooftops,2013,92.0,Drama,1,actress,5.7,74,Adila Bendimerad
tt3179218,Collapse,2013,89.0,Drama,1,actor,6.4,16,Thomas Hall
tt3179402,The Three Dogateers,2014,88.0,Family,1,actor,3.0,293,Dean Cain
tt3180582,Concrete Clouds,2013,99.0,Drama,1,actor,6.6,88,Ananda Everingham
tt3180640,10 Minutes,2013,93.0,Drama,1,actor,7.5,127,Jong-Hwan Park
tt3181638,Courting Chaos,2014,125.0,Comedy,1,actress,5.0,126,Rachelle Dimaria
tt3181822,The Boy Next Door,2015,91.0,Thriller,1,actress,4.7,41556,Jennifer Lopez
tt3181898,Edgar Allan Poe's Lighthouse Keeper,2016,88.0,Horror,1,actor,3.9,1525,Vernon Wells
tt3181920,Blackbird,2014,99.0,Drama,1,actress,5.5,1059,Mo'Nique
tt3182590,La Sapienza,2014,101.0,Drama,1,actor,6.5,1091,Fabrizio Rongione
tt3183382,The Northern Paradigm,2016,82.0,Thriller,1,actor,6.8,10,Peter Barrett
tt3183646,The Hayride,2018,83.0,Comedy,1,actor,5.7,25,Brian Dunn
tt3184560,Noble Fir,2014,95.0,Drama,1,actor,7.9,95,Richard E. Wilson
tt3184648,Camp Harlow,2014,87.0,Drama,1,actress,5.6,124,Aj Olson
tt3184666,My Feral Heart,2016,83.0,Drama,1,actor,6.9,389,Steven Brandon
tt3184764,Dynamite Fishing,2013,100.0,Drama,1,actor,7.9,18,Jhong Hilario
tt3186552,The Sector,2016,86.0,Sci-Fi,1,actor,2.9,249,Eric Roberts
tt3186736,Bachelors Grove,2014,120.0,Horror,1,actor,4.2,72,Tim Krueger
tt3186838,Fields of the Dead,2014,84.0,Horror,1,actress,2.5,613,Lara Adkins
tt3187064,Undressed Minako,2013,94.0,Drama,1,actress,5.9,46,Tomoko Nakajima
tt3187076,Class Enemy,2013,112.0,Drama,1,actor,7.6,2219,Igor Samobor
tt3187094,A Fatal Obsession,2015,86.0,Thriller,1,actress,4.1,178,Tracy Nelson
tt3187464,Love Covers All,2014,79.0,Drama,1,actor,6.2,69,Jared Young
tt3188048,Burning Kentucky,2019,91.0,Thriller,1,actor,4.6,368,John Pyper-Ferguson
tt3188516,Grave of the Zombie Antelope,2013,92.0,Horror,1,actress,4.6,10,Lynette Zumo
tt3188768,Holidays in the Sun,2014,94.0,Drama,1,actor,5.5,1010,Srdjan 'Zika' Todorovic
tt3188816,Higher Education,2013,93.0,Drama,1,actor,8.6,11,Carey Cannata
tt3189648,Blood Moon,2016,73.0,Thriller,1,actress,4.2,137,Maya Kazan
tt3190158,Passage to Mars,2016,94.0,Adventure,1,actor,4.4,743,Zachary Quinto
tt3195786,Blonde Squad,2014,93.0,Action,1,actress,6.9,76,Paula Thebert
tt3196830,Just Let Go,2015,106.0,Drama,1,actor,6.9,342,Henry Ian Cusick
tt3198484,Free Range,2013,104.0,Drama,1,actor,6.0,396,Lauri Lagle
tt3198638,To Life,2014,104.0,Drama,1,actress,6.4,219,Julie Depardieu
tt3198866,King of the Cotton,2013,97.0,Drama,1,actress,5.8,66,Serif Sezer
tt3201704,Witches Blood,2014,75.0,Horror,1,actor,6.2,36,Joe Parascand
tt3202306,Reckless,2014,90.0,Thriller,1,actor,6.1,1010,Tygo Gernandt
tt3202708,Salvation Street,2015,86.0,Family,1,actor,3.6,275,Joe Pacheco
tt3202872,Deet 'n Bax Save Th World,2015,107.0,Comedy,1,actor,4.3,40,Jason Mewes
tt3203834,One More Round,2015,109.0,Drama,1,actor,5.0,98,Kevin Sorbo
tt3203992,My Friend Victoria,2014,95.0,Drama,1,actress,6.4,314,Guslagie Malanga
tt3204254,Knucklebones,2016,85.0,Horror,1,actress,3.6,947,Julin
tt3205064,Playboy Bong,2013,100.0,Comedy,1,actor,6.6,38,Man-dae Bong
tt3205094,Chihuahua Too!,2013,80.0,Family,1,actor,4.6,60,Hendrix Gullixson
tt3206146,Unhinged,2014,79.0,Thriller,1,actor,6.8,21,Jeff Stenzel
tt3206616,October 1,2014,148.0,Thriller,1,actor,6.4,429,Sadiq Daba
tt3206798,Lola's Last Letter,2016,82.0,Drama,1,actress,6.1,25,Valerie Brandy
tt3207160,Misfire,2014,90.0,Action,1,actor,3.2,789,Gary Daniels
tt3208960,Feed Me,2013,90.0,Drama,1,actress,5.6,23,Nan Yu
tt3208978,Port Father,2013,86.0,Drama,1,actor,6.8,37,Gabriel Retes
tt3209272,Time of the Lake,2013,103.0,Drama,1,actor,5.7,91,Emre Canpolat
tt3209560,Small Town Hero,2017,90.0,Drama,1,actor,4.3,139,Simon Cassidy
tt3209682,Love Speaks,2013,95.0,Romance,1,actor,6.4,70,Jaycee Chan
tt3209858,Dead American Woman,2010,75.0,Horror,1,actor,6.8,20,Jorge Acosta
tt3210892,Micha,2014,75.0,Drama,1,actor,6.4,6,Anthony Abdo
tt3210998,Matthew 18,2014,101.0,Thriller,1,actress,3.8,90,Denise Baker
tt3211400,Nothing in Return,2015,93.0,Drama,1,actor,6.5,2452,Miguel Herrán
tt3212026,The Price,2017,91.0,Drama,1,actress,5.0,253,Lucy Griffiths
tt3212318,South of Heaven: Episode 1 - Little Sister,2019,73.0,Crime,1,actress,8.2,8,Mandy Stockholm
tt3212812,My Mom Is a Character 2,2016,88.0,Comedy,1,actor,6.6,2700,Paulo Gustavo
tt3212948,Dibs!,2014,86.0,Comedy,1,actress,6.3,8,Roshelle Baier
tt3213224,By Jingo,2015,78.0,Drama,1,actor,9.0,9,Ryan Caraway
tt3213570,Innocent Lilies,2013,98.0,Action,1,actress,5.0,13,Moga Mogami
tt3214448,Beautiful Beast,2013,100.0,Romance,1,actress,5.6,537,Shona Kay
tt3215354,The Dempsey Sisters,2013,89.0,Family,1,actress,5.8,110,Denyce Lawton
tt3216700,Puff,2016,93.0,Comedy,1,actress,5.6,7,Katherine Barron
tt3216724,Who Wasn't There,2010,107.0,Drama,1,actress,6.0,12,Polina Agureeva
tt3216732,A Better You,2014,90.0,Comedy,1,actor,5.9,68,Zach Black
tt3216846,Devilish Charm,2014,78.0,Thriller,1,actress,3.3,152,Courtney Blythe Turk
tt3218094,Adaline,2015,97.0,Thriller,1,actress,3.3,235,Jill Evyn
tt3218368,Confetti Harvest,2014,94.0,Drama,1,actress,6.8,540,Hendrikje Nieuwerf
tt3219154,Bloody Monster,2013,112.0,Horror,1,actor,4.2,30,Peter White
tt3219670,Collar,2014,89.0,Horror,1,actor,3.8,186,Nick Principe
tt3219686,Acts of Desperation,2018,105.0,Thriller,1,actor,5.6,63,Paul Sorvino
tt3220528,Age of Kill,2015,86.0,Action,1,actor,4.2,843,Martin Kemp
tt3220576,Passion,2013,95.0,Drama,1,actor,5.0,32,Yasushi Fuchikami
tt3221046,The Bad Coming Back,2013,89.0,Drama,1,actor,9.0,9,Carl Silva
tt3223280,The Japanese Dog,2013,86.0,Drama,1,actor,6.5,550,Victor Rebengiuc
tt3224254,National Theatre Live: Othello,2013,198.0,Drama,1,actor,8.2,121,Jonathan Bailey
tt3225272,Blossoms Bloom,2014,107.0,Drama,1,actress,6.4,17,Kaho Minami
tt3226176,Stalkers,2013,74.0,Comedy,1,actor,6.8,14,Zach Stampone
tt3226430,A Christmas Wedding,2013,80.0,Comedy,1,actress,3.9,66,Vivica A. Fox
tt3226956,Off the Grid,2014,98.0,Drama,1,actor,6.1,24,Mykel Shannon Jenkins
tt3227216,Matriarchy,2014,160.0,Drama,1,actress,7.7,55,Katerina Anghelaki-Rooke
tt3227346,Before Valentine,2009,91.0,Romance,1,actor,6.1,17,Jaturong Mokjok
tt3227352,Kyoto Elegy,2014,94.0,Comedy,1,actress,6.7,25,Chisun
tt3227358,The HZ Comedians,2011,88.0,Comedy,1,actor,3.5,26,Bawriboon Chanreuang
tt3227712,The Last Hammer Blow,2014,82.0,Drama,1,actor,6.6,491,Romain Paul
tt3228070,Sweets,2015,90.0,Drama,1,actor,6.0,24,Femi Alao
tt3228818,Some Other Time,2013,90.0,Drama,1,actor,7.2,11,Cooper Daniels
tt3228994,Straight Outta Oakland,2014,116.0,Drama,1,actor,6.5,192,Skipper Elekwachi
tt3229244,Velvet Vengeance,2013,75.0,Horror,1,actor,3.2,12,Carl Bailey
tt3229910,Feng Shui,2003,94.0,Horror,1,actor,3.7,16,Kanchai Kumnoetploy
tt3229936,Zurich,2013,103.0,Drama,1,actress,7.3,283,Liv Lisa Fries
tt3229950,ICU: Ghost College of Fine Arts,2008,110.0,Comedy,1,actor,5.8,13,Thana 'Oil' Suthikamorn
tt3230660,Cardboard Boxer,2016,88.0,Drama,1,actor,6.4,2803,Thomas Haden Church
tt3230668,Perdona Si Te Llamo Amor,2014,120.0,Romance,1,actress,6.5,3283,Paloma Bloyd
tt3230760,Escape from Kings Park,2014,96.0,Thriller,1,actor,5.8,8,Dave Campfield
tt3231734,Poltergeist Activity,2015,84.0,Horror,1,actor,2.9,561,Lee Bane
tt3231754,Killing Me Slowly,2015,82.0,Drama,1,actress,5.8,7,Tania Ascencio
tt3231784,The Ghost and Master Boh,2008,93.0,Comedy,1,actor,5.5,17,Kohtee Aramboy
tt3232664,Father,2011,90.0,Thriller,1,actor,5.6,19,Franco Nero
tt3232846,The Quispe Girls,2013,83.0,Drama,1,actor,7.2,106,Alfredo Castro
tt3233610,Road Trip,2013,90.0,Horror,1,actress,6.5,16,Rachel Shatto
tt3233718,Macbeth,2013,140.0,Drama,1,actor,7.9,362,David Annen
tt3234060,So Bright Is the View,2014,102.0,Drama,1,actress,4.9,22,Bianca Valea
tt3234084,I Do... Until I Don't,2017,106.0,Comedy,1,actress,4.2,2514,Lake Bell
tt3235258,My First Love,2013,82.0,Drama,1,actor,1.1,547,Ikuya Motoki
tt3235880,Stoner Express,2016,105.0,Comedy,1,actor,4.8,1023,Jonathan Readwin
tt3236274,Werewolf Bitches from Outer Space,2016,73.0,Comedy,1,actress,2.9,50,Janeane Garofalo
tt3236504,Over and Over Again,2013,81.0,Drama,1,actor,5.3,8,Sam-dong Song
tt3237064,The Origins of Wit and Humor,2015,91.0,Comedy,1,actor,6.7,38,Joe Hursley
tt3238176,The High Pressures,2014,85.0,Drama,1,actress,6.3,88,Itsaso Arana
tt3238338,Dust on the Tongue,2014,86.0,Drama,1,actor,6.2,157,Richard Córdoba
tt3238462,Tokyo Slaves,2014,100.0,Mystery,1,actress,4.3,144,Sayaka Akimoto
tt3239564,The Devil's Hour,2016,119.0,Horror,1,actor,6.7,67,Bill Cooper
tt3239708,Some Beasts,2015,90.0,Drama,1,actor,7.2,49,Frank Mosley
tt3240102,Solace,2018,81.0,Drama,1,actress,4.9,145,Hope Olaidé Wilson
tt3241890,Background Trip to Chicago,2013,107.0,Drama,1,actress,6.6,6,Victoria Andonova
tt3242110,Drops in Your Hand,2014,118.0,Comedy,1,actress,6.2,37,Ai Hashimoto
tt3242418,Being 14,2015,86.0,Drama,1,actress,4.9,188,Athalia Routier
tt3242756,The Redwood Massacre,2014,82.0,Horror,1,actor,3.2,2304,Mark Wood
tt3242986,The Blue Wave,2013,97.0,Drama,1,actress,5.4,504,Ayris Alptekin
tt3243216,Ink & Steel,2014,134.0,Drama,1,actor,5.8,134,Richard Fiske
tt3243364,The Sentimentalists,2014,94.0,Crime,1,actor,6.2,708,Dimitris Lalos
tt3243772,Violent,2014,102.0,Drama,1,actress,7.2,712,Dagny Backer Johnsen
tt3243774,Just Like We Used to Do,2016,87.0,Drama,1,actress,6.6,13,Corri Plunkett
tt3244446,Bleeding Heart,2015,80.0,Drama,1,actress,5.1,2108,Jessica Biel
tt3244892,The Blue Van,2013,87.0,Drama,1,actress,5.5,42,Ezgi Çelik
tt3245074,Stay Away from Me,2013,100.0,Comedy,1,actor,5.8,784,Enrico Brignano
tt3245848,"Aram, Aram",2015,79.0,Drama,1,actor,6.5,186,John Roohinian
tt3246048,Bloated Minds,2014,130.0,Thriller,1,actress,6.8,11,Shawan Emer
tt3247234,Land of Saints,2015,80.0,Crime,1,actress,6.5,76,Valeria Solarino
tt3247816,Manpower,2014,85.0,Drama,1,actor,6.9,61,Samuel Calderon
tt3248148,The Gospel of Matthew,2016,190.0,Drama,1,actor,7.6,264,Selva Rasalingam
tt3248978,A Letter for Joe,2013,96.0,Family,1,actor,5.9,22,Evan Schwalb
tt3249524,"Bro, What Happened?",2014,86.0,Comedy,1,actress,3.2,421,Carlee Baker
tt3250566,My Refuge,2013,80.0,Drama,1,actress,2.8,42,Julie Clark
tt3252020,A Bridge to a Border,2014,89.0,Drama,1,actor,6.6,11,Richard Castrillon
tt3252178,At the Maple Grove,2014,110.0,Drama,1,actor,8.3,10,Matt Micucci
tt3252360,The Runner from Ravenshead,2010,81.0,Family,1,actress,7.1,74,Amelia Steege
tt3252934,For the Love of God,2001,96.0,Comedy,1,actress,3.9,45,Dalia El Behairy
tt3252946,Children of Salt,2014,92.0,Drama,1,actor,4.6,6,Ross Helton
tt3253750,SMS,2014,84.0,Comedy,1,actor,4.6,388,Guillaume de Tonquédec
tt3253940,The Gospel of Mark,2015,123.0,Drama,1,actor,7.7,297,Selva Rasalingam
tt3254548,Au Revoir L'Ete,2013,125.0,Drama,1,actress,7.1,386,Fumi Nikaidô
tt3254646,Red Family,2013,99.0,Drama,1,actress,6.6,337,Kim Yu-Mi
tt3254706,Wannabe Widowed,2013,84.0,Comedy,1,actor,4.7,861,Fabio De Luigi
tt3254712,My Life Is a Movie,2015,99.0,Drama,1,actress,5.0,6,Stephanie Swink
tt3254930,American Romance,2016,86.0,Thriller,1,actor,4.1,402,Nolan Gerard Funk
tt3255040,"Kung Fu, Old Skool, & Tyrone",2013,93.0,Comedy,1,actor,8.2,6,Marcus Kirkland
tt3255322,Intimacies,2014,103.0,Romance,1,actress,6.0,402,Zlata Adamovská
tt3256668,Freedom Station,2013,92.0,Drama,1,actor,5.6,48,Eduardo Chagas
tt3257092,The Concessionaires Must Die!,2017,93.0,Comedy,1,actor,7.0,96,David Blue
tt3257520,Chokolietta,2014,159.0,Drama,1,actress,5.6,51,Tôko Miura
tt3257880,Reflection of the Soul,2013,95.0,Action,1,actor,7.6,56,Tom Smith
tt3259920,How Selfish I Am!,2013,106.0,Drama,1,actress,6.0,11,Sei Andô
tt3260622,Pink Noise,2014,110.0,Drama,1,actor,6.8,49,Roosevel Gonzalez
tt3261020,The Fish in Me,2015,91.0,Drama,1,actor,5.2,120,Emirhan Arapoglu
tt3261182,The Lonely Italian,2016,83.0,Comedy,1,actor,6.8,62,Domenico Nesci
tt3262022,A Light Beneath Their Feet,2015,90.0,Drama,1,actress,6.6,370,Taryn Manning
tt3262990,Brotherly Love,2015,89.0,Drama,1,actress,6.7,1878,Keke Palmer
tt3263178,Catch the Dream,2013,135.0,Drama,1,actor,5.4,323,Bjarne Henriksen
tt3263614,"Kumiko, The Treasure Hunter",2014,105.0,Drama,1,actress,6.6,11933,Rinko Kikuchi
tt3263758,Queen of Blood,2014,78.0,Horror,1,actress,4.2,77,Carrie Gemmell
tt3264090,Dark Shade Creek,2012,88.0,Horror,1,actress,3.8,101,Ashleigh Mankey
tt3265408,Tokyo Shutter Girl,2013,92.0,Drama,1,actor,7.7,38,Kôhei Hiramitsu
tt3265450,Shuttlecock,2013,107.0,Drama,1,actor,6.6,20,Lee Joo-seung
tt3265488,I Follow the Cocumat's Leap and Head West,2012,77.0,Comedy,1,actor,8.2,5,Andrea Corsi
tt3265678,Elvira,2013,97.0,Drama,1,actress,6.7,33,Arianna Fortes
tt3266322,The Sphere and the Labyrinth,2015,85.0,Drama,1,actress,5.8,41,Lesley Ann Warren
tt3268766,After Dark,2012,70.0,Horror,1,actor,4.8,12,Joel Erickson
tt3270104,Godfather,2012,145.0,Drama,1,actor,5.7,71,Upendra
tt3270968,Life Is Too Short,2015,73.0,Drama,1,actor,7.6,18,Kazy Tauginas
tt3271200,The Republic of Rick,2014,78.0,Comedy,1,actor,6.6,42,David Abed
tt3272050,Ambrosia,2015,79.0,Drama,1,actor,6.2,60,Elias Jamieson Brown
tt3272572,Predatory Moon,2017,90.0,Horror,1,actor,3.6,63,Christopher Morrissey
tt3274666,The Three Musketeers,2013,112.0,Adventure,1,actor,3.8,262,Rinal Mukhametov
tt3275194,The Romans,2014,97.0,Drama,1,actor,6.7,16,Daniel Keith Barone
tt3275362,Open My Eyes,2014,90.0,Drama,1,actress,5.5,45,Jeannie Garcia
tt3276618,Little Miss Perfect,2016,82.0,Drama,1,actress,5.0,308,Karlee Roberts
tt3276632,Love by Design,2014,120.0,Romance,1,actress,5.7,723,Jane Seymour
tt3277446,As Worlds Collide,2018,86.0,Thriller,1,actor,6.1,266,Peter J. Morton
tt3277468,Spare Change,2015,97.0,Comedy,1,actress,7.5,62,Lissa Lauria
tt3277570,The Musician,2017,94.0,Drama,1,actor,6.7,14,Ian Lauer
tt3278500,Donovan,2017,100.0,Drama,1,actor,8.9,94,Jason Bee
tt3278650,Faux Paws,2013,92.0,Comedy,1,actor,8.6,14,Brian Wimer
tt3279818,Malacrianza,2014,70.0,Drama,1,actor,7.2,83,Salvador Solís
tt3280264,The Tale of Iya,2013,169.0,Drama,1,actress,7.0,330,Rina Takeda
tt3280522,Fuku-chan of FukuFuku Flats,2014,110.0,Comedy,1,actor,6.8,320,Yoshiyoshi Arakawa
tt3280916,The Atticus Institute,2015,83.0,Horror,1,actress,5.5,8731,Rya Kihlstedt
tt3281920,The Kids Are Back,2017,100.0,Comedy,1,actress,5.4,518,Cecilia Suárez
tt3282484,The Ignorance of Blood,2014,109.0,Thriller,1,actor,4.8,264,Juan Diego Botto
tt3283512,Other Months,2014,70.0,Drama,1,actor,6.9,11,Christopher Bonewitz
tt3283804,Are We OK?,2013,92.0,Drama,1,actor,7.0,5040,Deniz Celiloglu
tt3284178,Arabian Nights: Volume 1 - The Restless One,2015,125.0,Drama,1,actress,6.9,2218,Crista Alfaiate
tt3285740,My Dead Boyfriend,2016,90.0,Comedy,1,actress,4.7,549,Heather Graham
tt3288670,Sringaravelan,2013,170.0,Comedy,1,actress,3.3,254,Anjana Appukuttan
tt3290440,The Chambermaid Lynn,2014,90.0,Drama,1,actress,6.1,633,Vicky Krieps
tt3292080,The Journey Is the Destination,2016,123.0,Drama,1,actor,6.3,633,Ben Schnetzer
tt3293138,X Moor,2014,76.0,Horror,1,actress,4.0,737,Melia Kreiling
tt3293586,Ghoulish Tales,2014,87.0,Horror,1,actress,4.2,51,Erin Anthony
tt3294206,Casper and Emma's Wonderful Christmas,2014,73.0,Family,1,actor,6.3,101,Elias Søvold-Simonsen
tt3294634,Farewell to the Moon,2014,94.0,Drama,1,actor,6.2,130,David Eilander
tt3294664,Cassidy Way,2016,95.0,Thriller,1,actress,3.6,234,Sydney Sweeney
tt3294746,The Public,2018,119.0,Drama,1,actor,6.6,3977,Alec Baldwin
tt3294904,Disconnect. Reconnect.,2013,91.0,Comedy,1,actor,4.1,40,Conner Bland
tt3295180,Zen Dog,2016,95.0,Drama,1,actor,7.7,69,Kyle Gallner
tt3295354,You Can't Have It,2017,86.0,Thriller,1,actor,3.8,410,Matthew Pohlkamp
tt3295482,Frankenstein vs. the Mummy,2015,115.0,Horror,1,actor,3.7,866,Max Rhyser
tt3296204,A Boss in the Living Room,2014,90.0,Comedy,1,actress,5.6,1384,Paola Cortellesi
tt3296558,Love Revisited,2017,99.0,Drama,1,actress,6.0,127,Halina Reijn
tt3296658,Rams,2015,93.0,Drama,1,actor,7.2,14142,Sigurður Sigurjónsson
tt3296870,Time Collectors,2012,108.0,Mystery,1,actor,3.4,52,Nick Snell
tt3296980,A Heavy Heart,2015,109.0,Drama,1,actor,7.1,758,Peter Kurth
tt3297554,Animals,2014,90.0,Drama,1,actor,6.3,992,David Dastmalchian
tt3298190,The Sleeping Room,2014,78.0,Horror,1,actress,4.4,539,Julie Graham
tt3298318,Stolen Tango,2015,122.0,Drama,1,actress,5.8,17,Maiamar Abrodos
tt3298522,"Eila, Rampe and the Baby Girl",2014,93.0,Comedy,1,actress,5.5,149,Heidi Herala
tt3299604,Haunted House on Sorority Row,2014,81.0,Horror,1,actress,4.7,134,Erin R. Ryan
tt3299996,The Bride from Vegas,2014,88.0,Comedy,1,actor,6.5,48,Mikael Sharafyan
tt3300078,The Revenant,2012,80.0,Horror,1,actress,6.0,28,Brie McClellan
tt3300614,My First Movie,2013,90.0,Comedy,1,actor,4.7,17,Mario Almada
tt3300712,The UnMiracle,2017,97.0,Drama,1,actor,3.5,336,Stephen Baldwin
tt3300820,Bloom,2014,70.0,Horror,1,actress,4.4,64,Deann Baker
tt3301150,My Dog Is My Guide,2013,99.0,Comedy,1,actor,3.2,72,Hasan Abdulfattah
tt3301874,Monsoon Tide,2015,94.0,Drama,1,actress,6.2,21,Victoria Ashford
tt3302080,House of Thaddeus,2013,106.0,Drama,1,actress,5.4,61,Joi Hoffsommer
tt3302344,Fears,2018,90.0,Horror,1,actor,5.8,9,Gary Wasniewski
tt3302788,Kong's Family,2013,108.0,Comedy,1,actor,5.3,7,Kim Byeong-Ok
tt3303310,From What Is Before,2014,338.0,Drama,1,actor,7.7,699,Perry Dizon
tt3303652,A Sort of Homecoming,2015,88.0,Drama,1,actress,5.6,269,Michelle Clunie
tt3303730,Obsessed,2014,132.0,Drama,1,actor,6.2,1644,Song Seung-heon
tt3305062,Nightwing: Prodigal,2014,73.0,Action,1,actor,6.7,37,Brady Roberts
tt3305248,Lady Vampire,2004,151.0,Horror,1,actor,5.3,19,Sovan Makar
tt3306854,The Idolmaster Movie: Beyond the Brilliant Future!,2014,121.0,Comedy,1,actor,6.5,109,Kenji Akabane
tt3306858,Als wir träumten,2015,117.0,Drama,1,actor,6.3,1236,Merlin Rose
tt3307314,Legend of China Doll,2013,79.0,Drama,1,actor,6.9,13,Phillip Salvador
tt3307368,"Leave It for Tomorrow, for Night Has Fallen",2013,106.0,Drama,1,actor,5.7,15,Raul Morit
tt3307800,The Dog Who Saved Easter,2014,87.0,Family,1,actor,3.8,245,Dean Cain
tt3308106,The Guest,2014,82.0,Drama,1,actress,6.2,83,Daniela Vega
tt3309874,Eleven Eleven,2018,92.0,Comedy,1,actor,3.8,197,Charles Baker
tt3311014,Mark of Youth,2013,88.0,Drama,1,actor,4.1,47,Alex Fong
tt3311176,The Reunion 2: The Funeral,2014,95.0,Comedy,1,actor,5.7,1708,Anders W. Berthelsen
tt3311862,Fragmented,2014,90.0,Thriller,1,actress,6.4,88,Gwendolyn Garver
tt3313072,War Horse,2014,135.0,Drama,1,actor,8.5,307,Nigel Allen
tt3313864,IRL (In Real Life),2013,80.0,Drama,1,actor,5.3,419,Valter Skarsgård
tt3313908,Women Who Flirt,2014,97.0,Comedy,1,actress,5.9,854,Xun Zhou
tt3314212,Surfacing: AKA A Letter from My Father,2001,75.0,Drama,1,actor,5.5,46,Chris Stafford
tt3314232,Mr Happy Pants,2014,77.0,Comedy,1,actor,4.6,14,Larry Stanley
tt3314584,Garlic & Gunpowder,2017,96.0,Comedy,1,actress,4.5,110,Vivica A. Fox
tt3314622,Escape from Uganda,2013,173.0,Thriller,1,actor,5.3,116,Vijay Babu
tt3314624,The Frontier,2014,84.0,Drama,1,actor,6.5,28,Max Gail
tt3315310,The Key,2014,85.0,Drama,1,actor,4.9,63,David Arquette
tt3315330,Rocket Rain,2013,99.0,Drama,1,actor,6.2,22,Narpati Arwangga
tt3316960,Still Alice,2014,101.0,Drama,1,actress,7.5,132941,Julianne Moore
tt3317158,Slender,2016,90.0,Thriller,1,actor,3.1,420,Joel Petrie
tt3319018,My Name Is Emily,2015,94.0,Drama,1,actress,6.6,1073,Evanna Lynch
tt3319036,In the Dark,2013,99.0,Horror,1,actress,5.8,15,Jennifer Foh
tt3319070,Emma,2016,70.0,Thriller,1,actress,3.5,160,Desi Ivanova
tt3320500,The Axe Murders of Villisca,2016,78.0,Horror,1,actor,4.1,1916,Robert Adamson
tt3320578,Veeram,2014,161.0,Action,1,actor,6.7,8073,Ajith Kumar
tt3321770,Mahjong and the West,2014,97.0,Drama,1,actress,6.3,106,Jannette Bloom
tt3322072,Coup de Grâce,2013,72.0,Drama,1,actor,6.8,9,Nicolas Goldschmidt
tt3322892,XX,2017,80.0,Horror,1,actress,4.6,11722,Natalie Brown
tt3322896,Coast,2021,96.0,Drama,1,actress,7.8,23,Melissa Leo
tt3323838,Double Dose of Terror!!,2011,78.0,Horror,1,director,6.8,11,Max Almeida
tt3324598,Gramps Goes to College,2014,102.0,Drama,1,actress,2.4,63,Kera O'Bryon
tt3326096,Happily Ever After,2016,112.0,Drama,1,actress,5.4,207,Janet Montgomery
tt3326106,Jules of Light and Dark,2018,90.0,Drama,1,actress,5.1,116,Tallie Medel
tt3326156,Philippino Story,2013,91.0,Drama,1,actor,4.2,13,Mark Gil
tt3326892,Christmas in Hollywood,2014,85.0,Adventure,1,actor,4.8,45,Bertie Higgins
tt3327092,Early Light,2014,75.0,Drama,1,actor,6.8,15,Ian Bouillion
tt3327538,Cryptic Plasm,2015,80.0,Horror,1,actress,6.4,89,Christina Amaral
tt3327918,Five Blocks Away,2019,79.0,Drama,1,actor,4.3,38,Evan Alex Cole
tt3328556,Play Nice,2014,85.0,Comedy,1,actress,6.2,49,Jill Bartlett
tt3328654,Local God,2014,90.0,Horror,1,actress,5.6,91,Gabriela Freire
tt3328720,Playing Doctor,2014,95.0,Comedy,1,actor,5.4,1383,Merlin Rose
tt3328762,Cracks in Concrete,2014,104.0,Drama,1,actor,6.7,216,Murathan Muslu
